,title,genre,budget,runtime,year,month,revenue
375,Bicentennial Man,Comedy,100000000.0,131.0,1999,12,93700000.0
376,Volcano,Science Fiction,90000000.0,104.0,1997,4,
377,The Devil's Own,Crime,90000000.0,107.0,1997,3,140807547.0
378,K-19: The Widowmaker,Drama,100000000.0,138.0,2002,7,35168966.0
379,Conan the Barbarian,Adventure,20000000.0,129.0,1982,4,79114085.0
380,Cinderella Man,Romance,88000000.0,144.0,2005,6,108539911.0
381,The Nutcracker: The Untold Story,Fantasy,90000000.0,110.0,2010,11,16178959.0
382,Seabiscuit,Drama,87000000.0,141.0,2003,7,148336445.0
383,Twister,Action,92000000.0,113.0,1996,5,494471524.0
384,Cast Away,Adventure,90000000.0,143.0,2000,12,429632142.0
385,Happy Feet,Animation,100000000.0,108.0,2006,11,384335608.0
386,The Bourne Supremacy,Action,75000000.0,108.0,2004,7,288500217.0
387,Air Force One,Action,85000000.0,124.0,1997,7,315156409.0
388,Ocean's Eleven,Thriller,85000000.0,116.0,2001,12,450717150.0
389,The Three Musketeers,Adventure,75000000.0,110.0,2011,8,132274484.0
390,Hotel Transylvania,Animation,85000000.0,91.0,2012,9,358375603.0
391,Enchanted,Comedy,85000000.0,107.0,2007,11,340487652.0
392,Safe House,Action,85000000.0,115.0,2012,2,208076205.0
393,102 Dalmatians,Comedy,85000000.0,100.0,2000,10,183611771.0
394,Tower Heist,Action,75000000.0,104.0,2011,11,152930623.0
395,The Holiday,Comedy,85000000.0,136.0,2006,12,194168700.0
396,Enemy of the State,Action,90000000.0,132.0,1998,11,250649836.0
397,It's Complicated,Comedy,85000000.0,121.0,2009,12,219103655.0
398,Ocean's Thirteen,Crime,85000000.0,122.0,2007,6,311312624.0
399,Open Season,Adventure,85000000.0,83.0,2006,9,197309027.0
400,Divergent,Adventure,85000000.0,139.0,2014,3,288747895.0
401,Enemy at the Gates,NA,68000000.0,131.0,2001,3,96976270.0
402,The Rundown,Adventure,85000000.0,104.0,2003,9,80916492.0
403,Last Action Hero,Adventure,85000000.0,130.0,1993,6,137298489.0
404,Memoirs of a Geisha,Drama,85000000.0,145.0,2005,12,162242962.0
405,The Fast and the Furious: Tokyo Drift,Action,85000000.0,104.0,2006,6,158468292.0
406,Arthur Christmas,Drama,,97.0,2011,2,
407,Meet Joe Black,Fantasy,90000000.0,178.0,1998,11,142940100.0
408,Collateral Damage,Action,85000000.0,108.0,2002,2,78382433.0
409,All That Jazz,Drama,,123.0,1979,12,37823676.0
410,Mirror Mirror,Adventure,85000000.0,106.0,2012,3,183018522.0
411,Scott Pilgrim vs. the World,Action,60000000.0,112.0,2010,7,47664559.0
412,The Core,Action,60000000.0,136.0,2003,3,74208267.0
413,Nutty Professor II: The Klumps,Fantasy,84000000.0,106.0,2000,7,123307945.0
414,Scooby-Doo,NA,84000000.0,88.0,2002,6,275650703.0
415,Dredd,Action,50000000.0,95.0,2012,9,41037742.0
416,Click,Comedy,82500000.0,107.0,2006,6,237681299.0
417,Creepshow,Horror,8000000.0,120.0,1982,11,21028755.0
418,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,85000000.0,82.0,2010,7,112483764.0
419,Jumper,Adventure,85000000.0,88.0,2008,2,222231186.0
420,Hellboy II: The Golden Army,Adventure,85000000.0,120.0,2008,7,160388063.0
421,Zodiac,Crime,65000000.0,157.0,2007,3,84785914.0
422,The 6th Day,Science Fiction,82000000.0,123.0,2000,11,96085477.0
423,Bruce Almighty,Fantasy,80000000.0,101.0,2003,5,484572835.0
424,The Expendables,Thriller,80000000.0,103.0,2010,8,274470394.0
425,Mission: Impossible,Adventure,80000000.0,110.0,1996,5,457696359.0
426,The Hunger Games,Science Fiction,75000000.0,142.0,2012,3,691210692.0
427,The Hangover Part II,Comedy,80000000.0,102.0,2011,5,254455986.0
428,Batman Returns,Action,80000000.0,126.0,1992,6,280000000.0
429,Over the Hedge,Comedy,80000000.0,83.0,2006,4,343397247.0
430,Lilo & Stitch,Animation,80000000.0,85.0,2002,6,145771527.0
431,Charlotte's Web,Comedy,85000000.0,97.0,2006,12,144000000.0
432,Deep Impact,Action,75000000.0,120.0,1998,5,140464664.0
433,RED 2,Action,84000000.0,116.0,2013,7,
434,The Longest Yard,Comedy,82000000.0,113.0,2005,5,190320568.0
435,Alvin and the Chipmunks: Chipwrecked,Comedy,75000000.0,87.0,2011,12,342695435.0
436,Grown Ups 2,Comedy,80000000.0,100.0,2013,7,246984278.0
437,Get Smart,Action,80000000.0,110.0,2008,6,230685453.0
438,Something's Gotta Give,Drama,80000000.0,128.0,2003,12,266728738.0
439,Shutter Island,Drama,80000000.0,138.0,2010,2,294804195.0
440,Four Christmases,Comedy,80000000.0,88.0,2008,11,163733697.0
441,Robots,Animation,75000000.0,91.0,2005,3,260696994.0
442,Face/Off,Action,80000000.0,138.0,1997,6,245676146.0
443,Bedtime Stories,Fantasy,80000000.0,99.0,2008,12,212874442.0
444,Road to Perdition,Thriller,80000000.0,117.0,2002,7,181001478.0
445,Just Go with It,Romance,80000000.0,117.0,2011,2,214918407.0
446,Con Air,Action,75000000.0,115.0,1997,6,224012234.0
447,Eagle Eye,NA,80000000.0,118.0,2008,9,178066569.0
448,Cold Mountain,Drama,79000000.0,154.0,2003,12,173013509.0
449,The Book of Eli,Action,80000000.0,118.0,2010,1,157107755.0
450,Flubber,Comedy,80000000.0,93.0,1997,11,177977226.0
451,The Haunting,Horror,80000000.0,113.0,1999,7,91188905.0
452,Space Jam,Animation,80000000.0,88.0,1996,11,250200000.0
453,The Pink Panther,Action,,93.0,2006,1,
454,The Day the Earth Stood Still,Drama,80000000.0,104.0,2008,12,233093859.0
455,Conspiracy Theory,Action,75000000.0,135.0,1997,8,136982834.0
456,Fury,NA,68000000.0,135.0,2014,10,211817906.0
457,Six Days Seven Nights,Action,70000000.0,98.0,1998,6,164000000.0
458,Yogi Bear,Comedy,80000000.0,80.0,2010,12,201584141.0
459,Spirit: Stallion of the Cimarron,NA,80000000.0,83.0,2002,5,122563539.0
460,Zookeeper,Comedy,80000000.0,102.0,2011,7,169852759.0
461,Lost in Space,Adventure,80000000.0,130.0,1998,4,136159423.0
462,The Manchurian Candidate,Drama,80000000.0,129.0,2004,7,96105964.0
463,Déjà Vu,Romance,,117.0,1998,4,
464,Hotel Transylvania 2,Animation,80000000.0,89.0,2015,9,473226958.0
465,Fantasia 2000,Animation,80000000.0,74.0,1999,12,90874570.0
466,The Time Machine,Science Fiction,80000000.0,96.0,2002,3,123729176.0
467,Mighty Joe Young,Action,90000000.0,114.0,1998,12,
468,Swordfish,Action,102000000.0,99.0,2001,6,147080413.0
469,The Legend of Zorro,Action,75000000.0,129.0,2005,10,142400065.0
470,What Dreams May Come,Drama,85000000.0,113.0,1998,10,71485043.0
471,Little Nicky,Comedy,85000000.0,90.0,2000,11,
472,The Brothers Grimm,Adventure,88000000.0,118.0,2005,8,105316267.0
473,Mars Attacks!,Comedy,70000000.0,106.0,1996,12,101371017.0
474,Evolution,NA,,81.0,2015,9,
475,The Edge,Action,,117.0,1997,9,43312294.0
476,Surrogates,Action,80000000.0,89.0,2009,9,122444772.0
477,Thirteen Days,Drama,80000000.0,145.0,2000,12,34566746.0
478,Daylight,Action,80000000.0,115.0,1996,12,159212469.0
479,Walking With Dinosaurs,Animation,80000000.0,87.0,2013,12,126546518.0
480,Battlefield Earth,Action,44000000.0,118.0,2000,5,21400000.0
481,Looney Tunes: Back in Action,Animation,80000000.0,90.0,2003,11,68514844.0
482,Nine,Drama,80000000.0,112.0,2009,12,53825515.0
483,Timeline,Action,80000000.0,116.0,2003,11,19480739.0
484,The Postman,Drama,80000000.0,177.0,1997,12,17626234.0
485,Babe: Pig in the City,Adventure,90000000.0,92.0,1998,11,69131860.0
486,The Last Witch Hunter,Fantasy,90000000.0,106.0,2015,10,146936910.0
487,Red Planet,Thriller,80000000.0,106.0,2000,11,33463969.0
488,Arthur and the Invisibles,Adventure,86000000.0,94.0,2006,12,107944236.0
489,Oceans,NA,,84.0,2009,10,19406406.0
490,A Sound of Thunder,Thriller,80000000.0,110.0,2005,5,5989640.0
491,Pompeii,Action,130000000.0,105.0,2014,2,117831631.0
492,Top Cat Begins,Comedy,8000000.0,89.0,2015,10,
493,A Beautiful Mind,Drama,60000000.0,135.0,2001,12,313542341.0
494,The Lion King,NA,45000000.0,89.0,1994,6,788241776.0
495,Journey 2: The Mysterious Island,Adventure,79000000.0,94.0,2012,1,355692760.0
496,Cloudy with a Chance of Meatballs 2,Animation,78000000.0,95.0,2013,9,248384621.0
497,Red Dragon,Crime,78000000.0,124.0,2002,9,209196298.0
498,Hidalgo,NA,100000000.0,136.0,2004,3,108103450.0
499,Jack and Jill,Comedy,79000000.0,91.0,2011,11,149673788.0
500,2 Fast 2 Furious,Action,76000000.0,107.0,2003,6,236350661.0
501,The Little Prince,Adventure,64000000.0,92.0,2015,7,97571250.0
502,The Invasion,Science Fiction,80000000.0,99.0,2007,8,15071514.0
503,The Adventures of Rocky & Bullwinkle,Action,76000000.0,88.0,2000,6,35134820.0
504,The Secret Life of Pets,Animation,75000000.0,87.0,2016,6,875958308.0
505,The League of Extraordinary Gentlemen,Fantasy,78000000.0,110.0,2003,7,179265204.0
506,Despicable Me 2,Animation,76000000.0,98.0,2013,6,970761885.0
507,Independence Day,Action,75000000.0,145.0,1996,6,816969268.0
508,The Lost World: Jurassic Park,Adventure,73000000.0,129.0,1997,5,229074524.0
509,Madagascar,NA,75000000.0,86.0,2005,5,532680671.0
510,Children of Men,Drama,76000000.0,109.0,2006,9,69959751.0
511,X-Men,Adventure,75000000.0,104.0,2000,7,296339527.0
512,Wanted,Action,75000000.0,110.0,2008,6,258270008.0
513,The Rock,Action,75000000.0,136.0,1996,6,335062621.0
514,Ice Age: The Meltdown,Animation,80000000.0,91.0,2006,3,660940780.0
515,50 First Dates,Comedy,75000000.0,99.0,2004,2,196482882.0
516,Hairspray,NA,50000000.0,117.0,2007,7,90450008.0
517,Exorcist: The Beginning,Horror,80000000.0,114.0,2004,8,78000586.0
518,Inspector Gadget,Action,75000000.0,78.0,1999,7,
519,Now You See Me,Thriller,75000000.0,115.0,2013,5,117698894.0
520,Grown Ups,Comedy,80000000.0,102.0,2010,6,271430189.0
521,The Terminal,Comedy,60000000.0,128.0,2004,6,219417255.0
522,Hotel for Dogs,Comedy,35000000.0,100.0,2009,1,73034460.0
523,Vertical Limit,Action,75000000.0,124.0,2000,12,215663859.0
524,Charlie Wilson's War,Comedy,75000000.0,102.0,2007,12,119000410.0
525,Shark Tale,Animation,75000000.0,90.0,2004,9,367275019.0
526,Dreamgirls,Drama,70000000.0,134.0,2006,12,154937680.0
527,Be Cool,Comedy,53000000.0,118.0,2005,3,95226116.0
528,Munich,Drama,70000000.0,164.0,2005,12,130358911.0
529,Tears of the Sun,Action,70000000.0,121.0,2003,3,85632458.0
530,Killers,Action,75000000.0,100.0,2010,6,98159963.0
531,The Man from U.N.C.L.E.,Comedy,75000000.0,116.0,2015,8,108145109.0
532,Spanglish,Comedy,80000000.0,130.0,2004,12,55041367.0
533,Monster House,Animation,75000000.0,91.0,2006,7,140175006.0
534,Bandits,Action,75000000.0,123.0,2001,10,67631903.0
535,First Knight,Action,55000000.0,134.0,1995,7,127600435.0
536,Anna and the King,Drama,75000000.0,148.0,1999,12,
537,Immortals,Fantasy,75000000.0,110.0,2011,11,226904017.0
538,Hostage,NA,52000000.0,113.0,2005,3,77944725.0
539,Titan A.E.,Animation,75000000.0,94.0,2000,6,36754634.0
540,Hollywood Homicide,Action,75000000.0,116.0,2003,6,51142659.0
541,Soldier,Action,75000000.0,99.0,1998,10,14567883.0
542,Carriers,Action,,84.0,2009,9,5802422.0
543,Monkeybone,Adventure,75000000.0,93.0,2001,2,5409517.0
544,Flight of the Phoenix,Action,45000000.0,113.0,2004,12,21009180.0
545,Unbreakable,Science Fiction,75000000.0,106.0,2000,11,248118121.0
546,Minions,NA,74000000.0,91.0,2015,6,1156730962.0
547,Sucker Punch,Action,82000000.0,110.0,2011,3,89792502.0
548,Snake Eyes,Crime,73000000.0,98.0,1998,8,103891409.0
549,Sphere,Science Fiction,75000000.0,134.0,1998,2,13100000.0
550,The Angry Birds Movie,NA,73000000.0,97.0,2016,5,349779543.0
551,Fool's Gold,Romance,70000000.0,112.0,2008,2,111231041.0
552,Funny People,Comedy,75000000.0,146.0,2009,7,61458982.0
553,The Kingdom,Thriller,70000000.0,110.0,2007,8,86658558.0
554,Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000.0,116.0,2006,8,162966177.0
555,Dr. Dolittle 2,Comedy,70000000.0,87.0,2001,6,176104344.0
556,Braveheart,Action,72000000.0,177.0,1995,5,210000000.0
557,Jarhead,Drama,72000000.0,125.0,2005,11,96889998.0
558,The Simpsons Movie,Animation,75000000.0,87.0,2007,7,527068851.0
559,The Majestic,Drama,72000000.0,152.0,2001,12,37317558.0
560,Driven,Action,94000000.0,116.0,2001,4,54744738.0
561,Two Brothers,Adventure,74500000.0,109.0,2004,4,62172050.0
562,The Village,Drama,60000000.0,108.0,2004,7,256697520.0
563,Doctor Dolittle,Comedy,71000000.0,85.0,1998,6,294456605.0
564,Signs,Drama,72000000.0,106.0,2002,8,408247917.0
565,Shrek 2,Adventure,150000000.0,93.0,2004,5,919838758.0
566,Cars,Animation,120000000.0,117.0,2006,6,461983149.0
567,Runaway Bride,Comedy,70000000.0,116.0,1999,7,309457509.0
568,xXx,Action,70000000.0,124.0,2002,8,277448382.0
569,The SpongeBob Movie: Sponge Out of Water,Animation,74000000.0,93.0,2015,2,311594032.0
570,Ransom,Action,80000000.0,117.0,1996,11,309492681.0
571,Inglourious Basterds,Drama,70000000.0,153.0,2009,8,319131050.0
572,Hook,Adventure,70000000.0,144.0,1991,12,300854823.0
573,Die Hard 2,Action,70000000.0,124.0,1990,7,240031094.0
574,S.W.A.T.,Action,80000000.0,117.0,2003,8,116643346.0
575,Vanilla Sky,Drama,68000000.0,136.0,2001,12,203388341.0
576,Lady in the Water,Drama,75000000.0,110.0,2006,7,42285169.0
577,AVP: Alien vs. Predator,Adventure,70000000.0,101.0,2004,8,171183863.0
578,Alvin and the Chipmunks: The Squeakquel,Comedy,75000000.0,88.0,2009,12,443140005.0
579,We Were Soldiers,Action,75000000.0,138.0,2002,3,114660784.0
580,Olympus Has Fallen,Action,70000000.0,120.0,2013,3,161025640.0
581,Star Trek: Insurrection,Science Fiction,70000000.0,103.0,1998,12,118000000.0
582,Battle: Los Angeles,Action,70000000.0,116.0,2011,3,202466756.0
583,Big Fish,Adventure,70000000.0,125.0,2003,12,122919055.0
584,Wolf,Fantasy,,125.0,1994,6,
585,War Horse,Drama,66000000.0,146.0,2011,12,177584879.0
586,The Monuments Men,NA,70000000.0,118.0,2014,1,154984035.0
587,The Abyss,Adventure,70000000.0,139.0,1989,8,90000098.0
588,Wall Street: Money Never Sleeps,Drama,70000000.0,133.0,2010,9,134748021.0
589,Dracula Untold,Horror,70000000.0,92.0,2014,10,215529201.0
590,The Siege,Drama,70000000.0,116.0,1998,11,116672912.0
591,Stardust,Adventure,70000000.0,127.0,2007,8,135560026.0
592,Seven Years in Tibet,Adventure,70000000.0,136.0,1997,9,131457682.0
593,The Dilemma,Comedy,70000000.0,111.0,2011,1,67112664.0
594,Bad Company,Action,70000000.0,116.0,2002,6,65977295.0
595,Doom,Adventure,60000000.0,105.0,2005,10,55987321.0
596,I Spy,Action,70000000.0,97.0,2002,10,33561137.0
597,Underworld: Awakening,Fantasy,70000000.0,88.0,2012,1,160112671.0
598,Rock of Ages,Comedy,75000000.0,123.0,2012,6,59418613.0
599,Hart's War,Drama,70000000.0,125.0,2002,2,32287044.0
600,Killer Elite,Action,66000000.0,116.0,2011,9,57777106.0
601,Rollerball,Action,,98.0,2002,2,
602,Ballistic: Ecks vs. Sever,Action,70000000.0,91.0,2002,9,19924033.0
603,Hard Rain,Thriller,70000000.0,97.0,1998,1,19870567.0
604,Osmosis Jones,Adventure,75000000.0,95.0,2001,8,13596911.0
605,Legends of Oz: Dorothy's Return,Animation,70000000.0,88.0,2013,6,18662027.0
606,Blackhat,Crime,70000000.0,133.0,2015,1,17752940.0
607,Sky Captain and the World of Tomorrow,NA,70000000.0,107.0,2004,9,57958696.0
608,Basic Instinct 2,Crime,70000000.0,114.0,2006,3,38629478.0
609,Escape Plan,Action,50000000.0,115.0,2013,10,122915111.0
610,The Legend of Hercules,Action,70000000.0,99.0,2014,1,61279452.0
611,The Sum of All Fears,Thriller,68000000.0,124.0,2002,5,193000000.0
612,The Twilight Saga: Eclipse,Adventure,68000000.0,124.0,2010,6,698491347.0
613,The Score,Action,68000000.0,124.0,2001,7,71069884.0
614,Despicable Me,Animation,69000000.0,95.0,2010,7,543513985.0
615,Money Train,Action,60000000.0,103.0,1995,11,35431113.0
616,Ted 2,Comedy,68000000.0,115.0,2015,6,217022588.0
617,Agora,Adventure,70000000.0,127.0,2009,5,39041505.0
618,Mystery Men,Adventure,68000000.0,121.0,1999,8,29762011.0
619,Hall Pass,Comedy,36000000.0,105.0,2011,2,83160734.0
620,The Insider,Drama,90000000.0,157.0,1999,10,60289912.0
621,The Finest Hours,Action,80000000.0,114.0,2016,1,52099090.0
622,Body of Lies,Action,70000000.0,128.0,2008,10,113280098.0
623,Dinner for Schmucks,Comedy,69000000.0,114.0,2010,7,86387857.0
624,Abraham Lincoln: Vampire Hunter,Action,69000000.0,94.0,2012,6,112265139.0
625,Entrapment,Romance,66000000.0,112.0,1999,4,212404396.0
626,The X Files,NA,66000000.0,121.0,1998,6,189198313.0
627,The Last Legion,Action,67000000.0,102.0,2007,4,25303038.0
628,Saving Private Ryan,Drama,70000000.0,169.0,1998,7,481840909.0
629,Need for Speed,Action,66000000.0,130.0,2014,3,203277636.0
630,What Women Want,Comedy,70000000.0,127.0,2000,12,374111707.0
631,Ice Age,Animation,59000000.0,81.0,2002,3,383257136.0
632,Dreamcatcher,Drama,68000000.0,136.0,2003,3,75715436.0
633,Lincoln,NA,65000000.0,149.0,2012,11,275293450.0
634,The Matrix,Action,63000000.0,136.0,1999,3,463517383.0
635,Apollo 13,Drama,52000000.0,140.0,1995,6,355237933.0
636,The Santa Clause 2,Fantasy,65000000.0,104.0,2002,10,172855065.0
637,Les Misérables,Drama,61000000.0,157.0,2012,12,441809770.0
638,You've Got Mail,Comedy,65000000.0,119.0,1998,12,250821495.0
639,Step Brothers,Comedy,65000000.0,98.0,2008,7,128107642.0
640,The Mask of Zorro,Action,95000000.0,136.0,1998,7,250288523.0
641,Due Date,Comedy,65000000.0,95.0,2010,11,211780824.0
642,Unbroken,Drama,65000000.0,137.0,2014,12,163442937.0
643,Space Cowboys,Action,65000000.0,130.0,2000,7,128884132.0
644,Cliffhanger,Action,70000000.0,112.0,1993,5,255000211.0
645,Broken Arrow,Action,50000000.0,108.0,1996,2,150270147.0
646,The Kid,Fantasy,65000000.0,104.0,2000,7,69700000.0
647,World Trade Center,Drama,63000000.0,128.0,2006,8,162945894.0
648,Mona Lisa Smile,Drama,65000000.0,117.0,2003,12,
649,The Dictator,Comedy,65000000.0,83.0,2012,5,179379533.0
650,Eyes Wide Shut,NA,65000000.0,159.0,1999,7,162091208.0
651,Annie,Comedy,65000000.0,119.0,2014,12,133821816.0
652,Focus,Romance,50100000.0,105.0,2015,2,153962963.0
653,This Means War,Action,65000000.0,103.0,2012,2,156974557.0
654,Blade: Trinity,Science Fiction,65000000.0,123.0,2004,12,128905366.0
655,Red Dawn,Action,4200000.0,114.0,1984,8,38376497.0
656,Primary Colors,Comedy,65000000.0,143.0,1998,3,
657,Resident Evil: Retribution,Action,65000000.0,95.0,2012,9,240159255.0
658,Death Race,Action,45000000.0,105.0,2008,8,73762516.0
659,The Long Kiss Goodnight,Crime,65000000.0,120.0,1996,10,89456761.0
660,Proof of Life,Action,65000000.0,135.0,2000,12,
661,Zathura: A Space Adventure,NA,65000000.0,101.0,2005,11,64321501.0
662,Fight Club,Drama,63000000.0,139.0,1999,10,100853753.0
663,We Are Marshall,Drama,65000000.0,124.0,2006,12,43545364.0
664,Hudson Hawk,Action,65000000.0,100.0,1991,5,17218080.0
665,Lucky Numbers,Action,65000000.0,105.0,2000,10,
666,"I, Frankenstein",Horror,65000000.0,92.0,2014,1,71154592.0
667,Oliver Twist,Crime,50000000.0,130.0,2005,9,42093706.0
668,Elektra,Action,43000000.0,97.0,2005,1,56681566.0
669,Sin City: A Dame to Kill For,Crime,65000000.0,102.0,2014,8,39407616.0
670,Random Hearts,Drama,64000000.0,133.0,1999,10,74608570.0
671,Everest,Adventure,55000000.0,121.0,2015,9,203427584.0
672,Perfume: The Story of a Murderer,Crime,50000000.0,147.0,2006,9,132180323.0
673,Austin Powers in Goldmember,Comedy,63000000.0,94.0,2002,7,296655431.0
674,Astro Boy,Animation,65000000.0,94.0,2009,10,44091067.0
675,Jurassic Park,Adventure,63000000.0,127.0,1993,6,920100000.0
676,Wyatt Earp,Drama,63000000.0,191.0,1994,6,25052000.0
677,Clear and Present Danger,Action,62000000.0,141.0,1994,8,215887717.0
678,Dragon Blade,Action,65000000.0,127.0,2015,2,121545703.0
679,Little Man,Comedy,64000000.0,98.0,2006,8,101595121.0
680,U-571,Action,62000000.0,116.0,2000,4,127666415.0
681,The American President,Comedy,62000000.0,106.0,1995,11,107879496.0
682,The Love Guru,Comedy,62000000.0,87.0,2008,6,41819064.0
683,3000 Miles to Graceland,Action,62000000.0,125.0,2001,2,18720175.0
684,The Hateful Eight,Crime,44000000.0,167.0,2015,12,155760117.0
685,Blades of Glory,Action,53000000.0,93.0,2007,3,
686,Hop,Animation,63000000.0,95.0,2011,3,183953723.0
687,300,Action,65000000.0,117.0,2006,12,422610419.0
688,Meet the Fockers,Comedy,80000000.0,115.0,2004,12,516642939.0
689,Marley & Me,Comedy,60000000.0,115.0,2008,12,244082376.0
690,The Green Mile,Fantasy,60000000.0,189.0,1999,12,284600000.0
691,Wild Hogs,Action,,100.0,2007,3,253625427.0
692,Chicken Little,Animation,150000000.0,81.0,2005,11,314432665.0
693,Gone Girl,NA,61000000.0,145.0,2014,10,369330363.0
694,The Bourne Identity,Action,60000000.0,119.0,2002,6,214034224.0
695,GoldenEye,Adventure,58000000.0,130.0,1995,11,352194034.0
696,The General's Daughter,Crime,60000000.0,116.0,1999,6,149705852.0
697,The Truman Show,Comedy,60000000.0,103.0,1998,6,264118201.0
698,The Prince of Egypt,Adventure,70000000.0,99.0,1998,12,218613188.0
699,Daddy Day Care,Comedy,60000000.0,92.0,2003,5,164433867.0
700,2 Guns,Action,61000000.0,109.0,2013,8,131940411.0
701,Cats & Dogs,Comedy,60000000.0,87.0,2001,7,93375151.0
702,The Italian Job,Action,60000000.0,110.0,2003,5,176070171.0
703,Two Weeks Notice,Romance,60000000.0,101.0,2002,12,93354918.0
704,Antz,Adventure,60000000.0,83.0,1998,10,171757863.0
705,Couples Retreat,Comedy,70000000.0,113.0,2009,9,171844840.0
706,Days of Thunder,Adventure,60000000.0,107.0,1990,6,157920733.0
707,Cheaper by the Dozen 2,Comedy,60000000.0,94.0,2005,12,129181830.0
708,Maze Runner: The Scorch Trials,Action,61000000.0,132.0,2015,9,311256926.0
709,Eat Pray Love,Drama,60000000.0,133.0,2010,8,204594016.0
710,The Family Man,Comedy,60000000.0,125.0,2000,12,
711,RED,Action,58000000.0,111.0,2010,10,71664962.0
712,Any Given Sunday,Drama,55000000.0,163.0,1999,12,100230832.0
713,The Horse Whisperer,Drama,60000000.0,170.0,1998,5,186883563.0
714,Collateral,Drama,65000000.0,120.0,2004,8,217764291.0
715,The Scorpion King,Action,60000000.0,92.0,2002,4,165333180.0
716,Ladder 49,Drama,60000000.0,115.0,2004,10,74541707.0
717,Jack Reacher,Crime,60000000.0,130.0,2012,12,218340595.0
718,Deep Blue Sea,Action,60000000.0,105.0,1999,7,73648228.0
719,This Is It,NA,60000000.0,111.0,2009,10,
720,Contagion,Drama,60000000.0,106.0,2011,9,137551594.0
721,Kangaroo Jack,Comedy,,89.0,2003,1,
722,Coraline,Animation,60000000.0,100.0,2009,2,124596398.0
723,The Happening,Thriller,60000000.0,91.0,2008,6,163403799.0
724,Man on Fire,Action,70000000.0,146.0,2004,4,130293714.0
725,The Shaggy Dog,Comedy,50000000.0,98.0,2006,3,61112916.0
726,Starsky & Hutch,Comedy,60000000.0,101.0,2004,3,170268750.0
727,Jingle All the Way,NA,60000000.0,89.0,1996,11,129832389.0
728,Hellboy,Fantasy,66000000.0,122.0,2004,4,99318987.0
729,A Civil Action,Drama,70000000.0,115.0,1998,3,56702901.0
730,ParaNorman,NA,60000000.0,90.0,2012,8,107139399.0
731,The Jackal,Action,60000000.0,124.0,1997,11,159330280.0
732,Paycheck,Action,60000000.0,119.0,2003,12,96269812.0
733,Up Close & Personal,Drama,60000000.0,119.0,1996,3,
734,The Tale of Despereaux,Adventure,60000000.0,93.0,2008,12,50877145.0
735,The Tuxedo,Thriller,,98.0,2002,9,
736,Under Siege 2: Dark Territory,Action,60000000.0,100.0,1995,7,104324083.0
737,Jack Ryan: Shadow Recruit,Action,60000000.0,105.0,2014,1,50549107.0
738,Joy,Drama,60000000.0,124.0,2015,12,101134059.0
739,London Has Fallen,Action,60000000.0,99.0,2016,3,205754447.0
740,Alien: Resurrection,Science Fiction,70000000.0,109.0,1997,11,162000000.0
741,Shooter,Action,61000000.0,124.0,2007,3,95696996.0
742,The Boxtrolls,Animation,60000000.0,97.0,2014,9,108255770.0
743,Practical Magic,Drama,75000000.0,104.0,1998,10,46683377.0
744,The Lego Movie,Adventure,60000000.0,100.0,2014,2,469160692.0
745,Miss Congeniality 2: Armed and Fabulous,Action,,115.0,2005,3,
746,Reign of Fire,Adventure,60000000.0,101.0,2002,7,43061982.0
747,Gangster Squad,Crime,60000000.0,113.0,2013,1,105200903.0
748,Year One,Comedy,60000000.0,97.0,2009,6,62357900.0
749,Invictus,Drama,60000000.0,134.0,2009,12,122233971.0
750,State of Play,Action,60000000.0,127.0,2009,4,87784194.0
751,Duplicity,Romance,78146652.0,125.0,2009,3,60000000.0
752,My Favorite Martian,Comedy,65000000.0,94.0,1999,2,36850101.0
753,The Sentinel,Action,60000000.0,108.0,2006,4,77920346.0
754,Planet 51,Science Fiction,70000000.0,91.0,2009,11,104945765.0
755,Star Trek: Nemesis,Science Fiction,60000000.0,117.0,2002,12,67312826.0
756,Intolerable Cruelty,Crime,60000000.0,100.0,2003,9,119940815.0
757,Trouble with the Curve,Drama,,111.0,2012,9,
758,Edge of Darkness,Crime,80000000.0,117.0,2010,1,74901339.0
759,The Relic,Horror,60000000.0,110.0,1997,1,33956608.0
760,Analyze That,Comedy,60000000.0,96.0,2002,12,55003135.0
761,Righteous Kill,Action,60000000.0,101.0,2008,9,73174566.0
762,Mercury Rising,Action,60000000.0,111.0,1998,4,
763,The Soloist,Drama,60000000.0,109.0,2009,4,31720158.0
764,The Legend of Bagger Vance,Fantasy,80000000.0,126.0,2000,11,39459427.0
765,Almost Famous,Drama,60000000.0,122.0,2000,9,47383689.0
766,Garfield: A Tail of Two Kitties,Animation,,78.0,2006,6,141702264.0
767,xXx: State of the Union,Action,60000000.0,101.0,2005,4,71073932.0
768,Priest,Action,60000000.0,87.0,2011,5,78309131.0
769,Sinbad: Legend of the Seven Seas,NA,60000000.0,86.0,2003,7,26288320.0
770,Event Horizon,Horror,60000000.0,96.0,1997,8,26673242.0
771,Dragonfly,Drama,60000000.0,104.0,2002,2,52322400.0
772,The Black Dahlia,Drama,50000000.0,121.0,2006,9,49111202.0
773,Flyboys,Action,60000000.0,140.0,2006,9,17800000.0
774,The Last Castle,Action,72000000.0,131.0,2001,10,27642707.0
